Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Turks and Caicos Islands,TCA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.3174,,,,,0.3174,,,,0.3174,,
Ukraine,UKR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,26.0,,,,,38.48,,,,,38.48,,,,38.48,,
United Arab Emirates,ARE,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,2.108,,,,,2.904,,,,,3.998,,,,3.998,,
United Kingdom,GBR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,13.51,,,,,11.53,,,,,12.05,,,,,12.12,,,,,15.59,,,,,12.99,,,,12.99,,
United States,USA,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,517.7,,,,,,,,,,462.5,,,,,468.0,,,,,473.4,,,,,478.4,,,,478.4,,
Upper middle income,UMC,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.6263,,,,,1079.6975,,,,,1188.4018,,,,1188.2822,,
Uruguay,URY,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,3.66,,,,,3.66,,,,3.66,,
Uzbekistan,UZB,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.05,,,,,60.58,,,,,56.0,,,,56.0,,
Vanuatu,VUT,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,9.064,,,,,9.064,,,,9.064,,
Vietnam,VNM,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,37.86,,,,,45.27,,,,,,,,,,45.27,,,,,45.27,,,,,82.03,,,,82.03,,
Virgin Islands (U.S.),VIR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,WBG,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,,,,,0.418,,,,0.418,,
World,WLD,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107.6174,,,,,3455.1459,,,,,3694.5595,,,,3893.7724,,
"Yemen, Rep.",YEM,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.932,,,,,2.932,,,,,3.4,,,,,3.565,,,,3.565,,
Zambia,ZMB,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.747,,,,,1.706,,,,,1.74,,,,,1.74,,,,1.74,,
Zimbabwe,ZWE,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,1.22,,,,,4.205,,,,,4.205,,,,4.205,,
